target,stance,stance_type,comment_id,comment_date
Barack Obama,AGAINST,EXPLICIT,845443176,2013-03-28 22:37:13
Gay / LGTBQ+,AGAINST,EXPLICIT,845443176,2013-03-28 22:37:13
Republicans (GOP),AGAINST,EXPLICIT,874648822,2013-04-24 21:04:36
Barack Obama,FAVOR,IMPLICIT,916694588,2013-06-02 14:19:58
Joe Biden,AGAINST,EXPLICIT,1078240923,2013-10-10 23:39:15
The government,AGAINST,IMPLICIT,881651081,2013-05-01 21:46:15
Abortion,AGAINST,IMPLICIT,891335341,2013-05-09 22:36:13
Media,AGAINST,IMPLICIT,891335341,2013-05-09 22:36:13
Republicans (GOP),AGAINST,EXPLICIT,1114679297,2013-11-09 00:38:50
Conservatives,AGAINST,IMPLICIT,1114679297,2013-11-09 00:38:50
Hillary Clinton,AGAINST,EXPLICIT,886465895,2013-05-06 13:04:27
Republicans (GOP),AGAINST,EXPLICIT,985001035,2013-08-01 20:49:08
Politicians,AGAINST,EXPLICIT,985001035,2013-08-01 20:49:08
Republicans (GOP),FAVOR,EXPLICIT,863236393,2013-04-14 15:13:46
Military,FAVOR,EXPLICIT,863236393,2013-04-14 15:13:46
America / USA,FAVOR,EXPLICIT,863236393,2013-04-14 15:13:46
Conservatives,FAVOR,EXPLICIT,863236393,2013-04-14 15:13:46
The government,AGAINST,EXPLICIT,863236393,2013-04-14 15:13:46
Journalists,AGAINST,EXPLICIT,1052291153,2013-09-20 00:12:43
Media,AGAINST,EXPLICIT,1052291153,2013-09-20 00:12:43
The government,AGAINST,EXPLICIT,1052291153,2013-09-20 00:12:43
Barack Obama,AGAINST,EXPLICIT,956772080,2013-07-09 21:28:46
Politicians,AGAINST,IMPLICIT,956772080,2013-07-09 21:28:46
The government,AGAINST,IMPLICIT,956772080,2013-07-09 21:28:46
Jobs are (available | good),AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
Republicans (GOP),AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
Immigration / immigrants,AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
Fascism / Nazism,AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
Elites,AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
America / USA,AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
Democrats,AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
Politicians,AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
The government,AGAINST,EXPLICIT,1163228280,2013-12-14 15:33:32
Liberals,AGAINST,EXPLICIT,1088802454,2013-10-19 14:44:04
Military,AGAINST,EXPLICIT,903459340,2013-05-20 23:54:41
