_id,link,title,body
2089262691,http://www.breitbart.com/system/wire/app-82e86d7d-3ca8-452f-9872-6becccad4484,,
3031172397,http://www.breitbart.com/system/wire/upiUPI-20140918-153452-1102,How Scotland's referendum affects Catalonia and Spain,"BARCELONA, Spain,  Sept. 18 (UPI) —As the world watches Scotland’s independence referendum, perhaps nowhere outside of the United Kingdom has more of a stake in the results than the Catalonia region of Spain.Like Scotland, Catalonia is culturally and ethnically different from the government and monarchy it falls under. And like Scotland, Catalonia’s borders were drawn by centuries-old agreements and conflicts, later maintained and reinforced by 20th-century post-war politics.Unlike Scotland, the northeast region of Spain is not recognized as a separate country cooperating in a union, rather it is legally considered a part of, and is taxed and controlled by, Madrid, with virtually no influence over its own laws. This proves especially frustrating for Catalans as their region generates a significant portion of both Spain and Europe’s economies.""The size of the Catalan economy — 19% of GDP and 26% of Spanish exports — means it is systemically important, or risky, within Spain, in the same way Spain — as the fifth largest European economy — is within Europe,"" explains the Spain Report in an editorial published the day before the Scottish referendum.""If the Catalan question becomes problematic for Spain, Spain will become problematic for Europe, at the same time as Europe attempts to deal with the ramifications of the Scottish question, whichever way Scots vote tomorrow.""""Catalonia’s not Spain,"" former resident Kaitlyn Delaney explained to UPI. Delaney moved to the region in 2012 from the United States to teach English. After a year, she relocated to the main country.""[Catalans] have a different culture and language — everything from their business to their lifestyle is different from Spain.""A week prior to Scotland’s vote, Catalans took to the streets of Barcelona to celebrate their National Day, forming a massive 7-mile-long ""v"" for ""vote,"" in the hope of drawing attention to their own feelings of unrepresented occupation.""It’s very important that Sept. 11 be a big success [to] pressure the Catalan government to hold the referendum,"" Carme Forcadell, head of the Catalan National Assembly, Catalonia’s largest pro-independence group, told the Wall Street Journal.Foreign Minister JosÃƒ © Manuel GarcÃƒ ­a-Margallo dismissed the separatist notions, warning, ""The only thing the government can do is use all the means at its disposal … only the law, but the full force of the law.""GarcÃƒ ­a-Margallo went on to caution Scottish independence would set ""an unlawful precedent.""""[The Spanish government] shouldn’t think that with this they will stop the course of history,"" countered Catalonia Regional President Arthur Mas.""[Thursday’s vote] means hope that nowadays freedom is possible,"" Catalonia native Joel Canyigueral echoed to UPI. Despite increased optimism, Canyigueral cautioned only history will determine the impact of Scotland’s potential independence on the region.""[Scottish independence] is important but it won’t really mean anything here unless Catalonia becomes free."""
7056230901,https://www.breitbart.com/entertainment/2012/03/23/october-baby-faith-reviews/,NY Times,"“Oh, the horror.” No, this is not an homage to Francis Ford Coppola and “Apocalypes Now”; it’s the reaction ofNew York Timesfilm reviewer Jeannette Catsoulis to the pro-life movie “October Baby.” On the verge of mild hysteria,Catsoulis writes:More slickly packaged than most faith-based fare, “October Baby” gussies up its anti-abortion message with gauzy cinematography and more emo music than an entire season of “Grey’s Anatomy.” But not even a dewy heroine and a youth-friendly vibe can disguise the essential ugliness at its core: like the bloodied placards brandished by demonstrators outside women’s health clinics, the film communicates in the language of guilt and fear.Catsoulis is a bridled leftist; she makes her sympathies clear but seems to make sporadic efforts at even- handedness. Witness her review of “The Iron Lady,” the biopic of Margaret Thatcher starring Meryl Streep:[T]his demeaning biopic of Margaret Thatcher reduces one of the 20th century’s most important political figures to a bossy, intractable scold. . .Watching it, you would never know she was a strong-willed beacon for many young British women who aspired to more than housekeeping and child-rearing: Even when we loathed her policies, we could not help but long for her spine.But the leftist venom sometimes does occasionally burst forth, as when she vilified Ben Stein’s documentary “Expelled” as “an unprincipled propaganda piece…One of the sleaziest documentaries to arrive in a very long time …”So what do “Expelled,” a documentary that championed Intelligent Design, and “October Baby,” a film that decries abortion, have in common?Religious faith. That’s what makes leftists like Catsoulis crazy. What they see as attempts at inculcating guilt and fear are, in reality, attempts to forward a message about the goodness of faith. The left may attempt to play movies like “October Baby” as a war on women, but in reality, the reviewers have declared a war on religion."
914256118,http://www.breitbart.com/Big-Hollywood/2010/10/21/GQ-Photo-Spread-Portrays-Glee-High-School-Characters-Like-Porn-Stars,'GQ' Photo Spread Portrays 'Glee' High School Characters Like Porn Stars,"The photo below is one of the least provocative (to say the least)… Also, keep in mind that the actual actresses are over 18 but the characters in the the television show “Glee,” who they portray in the GQ photo, uhm, spread,  are high schoolers. Since the publication of the original story below, one of the actresses,Dianna Agron,has apologizedfor doing the shoot.MTV:“Glee”is one of the hottest shows on TV right now, but the cast’s steamy spread forGQmagazine has turned up the heat a bit too much, according to critics.Media watchdog group the Parents Television Council released astatementWednesday (October 20) blasting the magazine’s racy spread with November cover stars and Gleeks Dianna Agron, Cory Monteith and Lea Michele.“It is disturbing thatGQ,which is explicitly written for adult men, is sexualizing the actresses who play high school-aged characters on ‘Glee’ in this way. It borders on pedophilia. Sadly, this is just the latest example of the overt sexualization of young girls in entertainment,” PTC President Tim Winter said.The McKinley High ladies definitely vamp it up for the camera. On the cover, Monteith is flanked by both “Glee” divas — including a pants-less Michele and a scantily clad Agron — with his hands squarely on their bottoms. In other shots, Michele can be seen posing in tiny underwear and thigh-high socks, sucking on a lollipop by a set of lockers, and in another scene, perched on a bench with her legs spread-eagle. Agron dons a thigh-grazing skirt and belly-baring T-shirt as she thrusts pom-poms in the air in one picture. In another photo, the girls hit the library in skimpy outfits and throw books around the room.The PTC also charged that the racy photos disproportionately focus on the ladies’ sexuality while Monteith spends a lot of the shoot fully covered up in jock-chic looks.Full article ishere."
4788052939,http://www.breitbart.com/news/jacket-worn-by-prince-in-purple-rain-to-be-auctioned/,Jacket worn by Prince in “Purple Rain” to be auctioned,"Los Angeles (AFP) – An iconic jacket worn by Prince in the 1984 film “Purple Rain” will be auctioned in Los Angeles in June, auction house Profiles in History said Friday.“It’s definitely the most important piece of screen-worn Prince clothing that’s ever come up for auction,” Profiles in History president Joe Maddalena said.“This is the first time ever for something like this, and it might be the only time because the rest of the costumes may be in his personal wardrobe.”The famously private singer gave the jacket to a makeup artist at the end of the shoot, auction house spokesman Jeff Hare told AFP.It has an asking price of $6,000 to $8,000, but is likely to fetch more at the June 29 sale.Prince wore the black and white jacket with leather sleeves in a famous scene, as he picks up his co-star Apollonia Kotero on a motorcycle. They ride to a lake, where he convinces her to strip off her tight leather jumpsuit and jump in the cold water.One of his generation’s most influential and prolific musicians, Prince died suddenly on April 21 at the age of 57 at his Paisley Park estate outside Minneapolis.The cause of death is not yet known.The June 29 auction will also include costumes from Britney Spears, Katy Perry and Alicia Keys, as well as a glove inlaid with Swarovski crystals that Michael Jackson wore during his “Dangerous” tour in 1992.Prince’s death has revived interest in his work and “Purple Rain” is currently showing in more than 150 theaters in the United States. The movie won Prince an Oscar for best soundtrack.His next two films, “Under the Cherry Moon” (1986) and “Graffiti Bridge” (1990), were flops that ended his screen career.Prince also co-directed the concert documentary “Sign o’ the Times” (1987)."
7059040258,https://www.breitbart.com/entertainment/2013/04/09/streaming-revolution-fox-television-threatens-to-go-off-the-air/,Streaming Revolution: Fox Television Threatens to Go Off the Air,"The slow-motion streaming-television revolution continues with a device called Aereo, which allows consumers to stream any local television station already available over their airwaves. This includes what is known as the Big Four: ABC, CBS, NBC and Fox.After winning a major court battle last week, Aereo has Fox Television so freaked, the network is considering becoming a cable channel, which would mean yanking their broadcast fromthe public airwaves:At the National Association of Broadcasters’ annual trade show on Monday, Carey, the News Corp. president, said, “We will continue to aggressively pursue our rights in the courts, as well as pursue all relevant political avenues, and we believe we will prevail.”Carey added: “One option could be converting the Fox broadcast network to a pay channel, which we would do in collaboration with both our content partners and affiliates.”That might seem like a counter-intuitive move if you are still under the naïve belief television revenue is all about eyeballs. But that is simply not the case anymore. Television networks and those who own them (like News Corp.) make a fortune from cable television. That is the golden goose these days, not ratings.Let me explain:Right now, you and I pay outrageously expensive monthly cable bills because we are forced to pay for dozens of channels we never watch. Even if you never watch MSNBC, you are still subsidizing Rachel Maddow and every other channel in your cable package, because most every network in your cable package receives a monthly fee for every customer forced into a cable package that includes them.How do you think all these lousy networks manage to stay alive? Trust me, MSNBC is not making a whole lot of money from advertisers with fewer than a million viewers. What keeps junk like Oprah and MSNBC afloat is the monthly fee we involuntarily pay when we are forced to purchase packages that include 200 channels, even though all we really want is Fox News and Turner Classic Movies.And what keeps many of us from running away screaming from the bundled cable racket is that there is a lot of programming we cannot yet get on the internet: Sports and the latest episodes ofModern FamilyandNCIS, for example.Aereo changes much of this. Basically, Aereo removes a major obstacle for anyone desperate to get out from under their cable bill but still hanging on because ofAmerican Idoland the Super Bowl.For $10 a month you get every local channel available over the air (including the networks) along with DVR capability. Add another $7 and you can stream Netflix.What more do you need?Though only available in New York City currently, Aereo has thus far won every major court battle against those desperate to hang on to their cable fees and now, according to theWashington Post, plans to expand into Washington, D.C. and 21 other markets this summer.Even without Aereo, there are five million fewer cable subscribers today than there were in 2007. The population might be increasing, but young people are getting used to watching content online.Thanks to the wonders of technology, capitalism, and market choices that brought us streaming, the era of the evil known as bundled cable is coming to an end.Follow John Nolte on Twitter@NolteNC"
7357587131,https://www.breitbart.com/news/mozambique-town-marks-palm-sunday-amid-cyclone-ruins/,Mozambique town marks Palm Sunday amid cyclone ruins,"Búzi (Mozambique) (AFP) – Christians in the cyclone-devastated Mozambican town of Buzi on Sunday celebrated Palm Sunday among ruins — a month after Cyclone Idai tore through the country leaving a trail of destruction.Around 400 worshippers made their way through the streets for the Palm Sunday procession with fallen trees and buildings with no roofs, windows or doors still visible.One man held a wooden cross, leading the hundreds of other believers as residents watched from the terraces of buildings that survived the cyclone.The procession ended with a mass at Lady of Grace Parish Catholic Church, in the township of Barrio Manasse, whose zinc roof sheets were blown off by the cyclone.Palm Sunday marks the beginning of Catholic holy week, which culminates in Easter Sunday.“Most of our congregants are still trying to rebuild their houses that were destroyed by the cyclone,” the priest, father Celso Taibo told AFP.“But we still have a high number of congregants in attendance because they still believe in God despite what happened and they believe it’s no reason to stop believing in God,” he said.Buzi was one of the areas hardest hit by southern Africa’s deadly cyclone.Cyclone Idai cut a path of destruction through Malawi, Mozambique and Zimbabwe on the night of March 14-15, causing damage worth $2-billion, according to the World Bank.In Mozambique alone, more than 600 people died among the 1.85 million affected while over 340 died in Zimbabwe.Two streets away from the church, piles of bibles, school books and even hospital records damaged by water lay strewn along a roadside."
2130228949,http://www.breitbart.com/system/wire/app-33b8d267-6764-4ff6-bc32-33d2cf1717da,,
2180988607,http://www.breitbart.com/system/wire/urn___publicid___ap---org___975908f376b04b7291b5238e1b01ce33,,
1285205787,http://www.breitbart.com/system/wire/CNG---7844c3ba9eaa207e579eaa9d0299c983---5e1,Casualties as bomb hits Benghazi hospital,"A car bomb ripped through the parking lot of the Al-Jala hospital in the eastern Libyan city of Benghazi on Monday, leaving an unknown number of people dead or wounded, witnesses and an official said.The blast was caused by a car bomb and “caused deaths and injuries,” a security official said, without immediately being able to give further details."
