_id,link,title,body
2089262691,http://www.breitbart.com/system/wire/app-82e86d7d-3ca8-452f-9872-6becccad4484,,
2130228949,http://www.breitbart.com/system/wire/app-33b8d267-6764-4ff6-bc32-33d2cf1717da,,
2180988607,http://www.breitbart.com/system/wire/urn___publicid___ap---org___975908f376b04b7291b5238e1b01ce33,,
4971413078,http://www.breitbart.com/news/giant-japanese-grapes-fetch-10900-at-auction-11/,,
920066131,http://www.breitbart.com/system/wire/DA2E9DFO0,,
2700917870,http://www.breitbart.com/system/wire/bw-20010714___20140520006449___1,,
1925768857,http://www.breitbart.com/system/wire/app-56b7ff9c-366b-4fe6-bdb6-2df1715e8134,,
1079164599,http://www.breitbart.com/Breitbart-TV/2010/05/08/Pittsburgh-Man-Kidnapped--Assaulted-With-Dead-Deer-in-Woods,"Pittsburgh Man Kidnapped, Assaulted With Dead Deer in Woods",
3211142982,http://www.breitbart.com/system/wire/iafp108f900f-e56b-42e9-864f-e2dbd1a256d5p0,,
4985617662,http://www.breitbart.com/milo/2016/07/14/fabulouswall-the-winners/,,
1252690245,http://www.breitbart.com/system/wire/upiUPI-20130420-131559-3861,,
3127246163,http://www.breitbart.com/system/wire/cf11a15b-58a4-4588-99b2-8027799f4673,,
1792450790,http://www.breitbart.com/system/wire/DA8JE1100,,
2036547878,http://www.breitbart.com/system/wire/1c035d76-4ff2-4274-9d17-1519b5c35b0e,,
2330033231,http://www.breitbart.com/system/wire/bw-20010714___20140227005037___1,,
4954668230,http://www.breitbart.com/news/englands-roy-savours-bitter-sweet-match-winning-162-63/,,
2688379353,http://www.breitbart.com/system/wire/ap_cb543d733e294c799d5e6b2152187acc,,
1850895834,http://www.breitbart.com/system/wire/DA4A1MDO1,,
1378950890,http://www.breitbart.com/system/wire/app-44d8a584-b650-4966-b97f-4101c07d0768,,
4940847766,http://www.breitbart.com/news/japans-waddling-ducks-undergo-stiletto-therapy-74/,,
1306039965,http://www.breitbart.com/system/wire/DA6E757O3,,
2084706898,http://www.breitbart.com/system/wire/DAB1O6683,,
922636920,http://www.breitbart.com/system/wire/DA2FIQL00,,
2332691597,http://www.breitbart.com/system/wire/DA6G9L9G0,,
1693363496,http://www.breitbart.com/system/wire/DA5ND5MO0,,
1507343683,http://www.breitbart.com/system/wire/DA7JEE301,,
1798127269,http://www.breitbart.com/system/wire/upiUPI-20120613-183020-3868,,
4958885611,http://www.breitbart.com/news/sri-lanka-replaces-controversial-central-bank-chief-45/,,
2400682760,http://www.breitbart.com/system/wire/ap_fa43a06f9bc34f45bffaf311aa76e92e,,
1896912173,http://www.breitbart.com/Big-Government/2013/10/22/Right-To-Keep-And-Bear-Arms-Holding-Less-Than-10-Rounds-Shall-Not-Be-Infringed,,
4940605150,http://www.breitbart.com/news/us-bluegrass-legend-ralph-stanley-dies-at-89-12/,,
2343801247,http://www.breitbart.com/system/wire/DA7EQCVO1,,
4939122142,http://www.breitbart.com/news/japans-pension-fund-sues-toshiba-over-accounting-scandal-24/,,
4895471093,http://www.breitbart.com/news/mourinho-to-be-pope-for-film-animation-143/,,
1792730784,http://www.breitbart.com/system/wire/DA90P0SO0,,
1886110068,http://www.breitbart.com/system/wire/DA9IT87G2,,
1341309812,http://www.breitbart.com/system/wire/DA6JV9M00,,
1748869715,http://www.breitbart.com/system/wire/DA8O80L02,,
1795884010,http://www.breitbart.com/system/wire/DA91E2K80,,
1414755763,http://www.breitbart.com/system/wire/DA71CS381,,
2308835814,http://www.breitbart.com/system/wire/DA9S0TEO0,,
1370829151,http://www.breitbart.com/system/wire/DA4RTSS00,,
2691762196,http://www.breitbart.com/system/wire/ap_cccbfa1b13294f0f996232ebb1352108,,
1395728726,http://www.breitbart.com/system/wire/DA67QNFG0,,
2086679933,http://www.breitbart.com/system/wire/DAB2FPO80,,
2871876163,http://www.breitbart.com/system/wire/57a132a0-3a83-4e5a-96f6-bf981468a1a3,,
1480500701,http://www.breitbart.com/system/wire/DA7DS2P01,,
1572077161,http://www.breitbart.com/system/wire/DA6Q2F801,,
2338522888,http://www.breitbart.com/system/wire/iafp7feed4bb-8845-4f70-9810-7fcc6105a0eap0,,
2051244855,http://www.breitbart.com/system/wire/upiUPI-20131118-175605-4437,,
1352838777,http://www.breitbart.com/system/wire/upi20130509-192101-3242,,
4730687693,http://www.breitbart.com/news/creating-a-buzz-sex-toy-sparks-bomb-scare-in-germany-2/,,
2932407136,http://www.breitbart.com/Breitbart-California/2014/08/15/Illegal-Aliens-Saved-from-Death-by-Border-Patrol-Agents-near-El-Centro,,
2369425601,http://www.breitbart.com/system/wire/iafpa6d54fea-1a6d-4f83-a4a6-295de3fc16e8p0,,
2081966984,http://www.breitbart.com/system/wire/DAB0O4380,,
1970288684,http://www.breitbart.com/system/wire/DAA3H0C80,,
2170351511,http://www.breitbart.com/system/wire/urn___publicid___ap---org___3cf5bd7029474b658066b86cf0fc4e30,,
1781538566,http://www.breitbart.com/system/wire/DA8U8D3O2,,
2002391931,http://www.breitbart.com/system/wire/DA7DV1V80,,
2688549798,http://www.breitbart.com/system/wire/7528785f-46a5-4203-88f0-4312c92eed5b,,
2840556500,http://www.breitbart.com/system/wire/ap_0d00c60ca9d74a4680d226972ffd02d5,,
3256586324,http://www.breitbart.com/system/wire/3c9d63e3-3cb2-45a5-b32c-b5544f0743b6,,
4894119799,http://www.breitbart.com/news/new-us-data-system-to-centralize-cancer-information-4/,,
1769799505,http://www.breitbart.com/system/wire/upiUPI-20130917-072847-1940,,
1212528517,http://www.breitbart.com/system/wire/DA5M1AAO0,,
4941765866,http://www.breitbart.com/news/iraq-takes-full-control-of-fallujah-from-is-2/,,
1334250255,http://www.breitbart.com/system/wire/app-9ef7a6b8-4cf6-4cf5-84f5-951e49e5cd16,,
2563071734,http://www.breitbart.com/system/wire/bw-20010714___20140331005766___1,,
3125425734,http://cdn.breitbart.com/system/wire/ap_dbc88b6432c141ffb9764d794553c1ba,,
1407029393,http://www.breitbart.com/system/wire/CNG---b077bd156a53667cd78591d0edeeb553---5d1,,
2333420514,http://www.breitbart.com/system/wire/upi20131024-120519-3899,,
1304420674,http://www.breitbart.com/system/wire/DA654IEO0,,
2218638251,http://www.breitbart.com/system/wire/ap_d5eed65ed69d4be8831808023207f5b3,,
1162181163,http://www.breitbart.com/system/wire/upiUPI-20130324-173410-3735,,
4938541792,http://www.breitbart.com/news/antibodies-found-which-neutralise-zika-virus-study-2/,,
2055131701,http://www.breitbart.com/system/wire/749e6a47-240d-4236-966e-d66e95ee1c5c,,
2320066522,http://www.breitbart.com/system/wire/DAACG9MG1,,
2333291483,http://www.breitbart.com/system/wire/iafp3b8b944e-ee3e-492f-9dcc-833e1dfbe4ebp0,,
2114234252,http://www.breitbart.com/Big-Journalism/2014/01/11/After-Cancellation-of-Reality-Show-Meghan-McCain-to-Host-News-Talk-Show,,
1383634312,http://www.breitbart.com/system/wire/DA6QL3J83,,
1322078709,http://www.breitbart.com/system/wire/DA6H2AH80,,
1962471043,http://www.breitbart.com/system/wire/DAA1ML9O0,,
2068575762,http://www.breitbart.com/system/wire/DAAS1UR82,,
1940666174,http://www.breitbart.com/system/wire/app-b29c989e-c0cb-4bf7-a3e5-fae19a16717e,,
1318744760,http://www.breitbart.com/system/wire/iafpCNG---0b38e62e96bb21dec758a567d8327bca---661p0,,
1929924856,http://www.breitbart.com/system/wire/DA9QGSH82,,
2619617040,http://www.breitbart.com/system/wire/iafp1cb22877-52b8-4c88-8908-9a8be616b28bp2,,
2617989115,http://www.breitbart.com/system/wire/bw-20010714___20140416006059___1,,
4974492739,http://www.breitbart.com/news/dallas-robot-bomb-highlights-shift-in-police-technology-20/,,
1988430008,http://www.breitbart.com/system/wire/DAA7H2M81,,
1400655140,http://www.breitbart.com/system/wire/DA4R4DK82,,
1023750322,http://www.breitbart.com/system/wire/app-874aff12-6fd8-4fe3-bc20-3602c01159e6,,
2328505880,http://www.breitbart.com/system/wire/DA5UQ42G2,,
4973202058,http://www.breitbart.com/news/pacific-rim-moves-to-ease-bottleneck-in-wine-trade-59/,,
4895215886,http://www.breitbart.com/news/facebook-gets-in-game-streaming-with-blizzard-29/,,
1089734417,http://www.breitbart.com/system/wire/DA4GOQSO0,,
1531679280,http://www.breitbart.com/system/wire/DA7OOS001,,
1763913677,http://www.breitbart.com/system/wire/DA8R3G2G1,,
2065056977,http://www.breitbart.com/system/wire/upi20131221-155014-4811,,
980110927,http://www.breitbart.com/system/wire/app-1836ee3f-a2df-4c6d-8aa3-93757568fe70,,
1090700583,http://www.breitbart.com/system/wire/CNG---a672e431baadf31d98644c2fcee6f72e---3d1,,
1981346625,http://www.breitbart.com/system/wire/upiUPI-20131118-135234-4645,,
2183492501,http://www.breitbart.com/system/wire/DA5IU1V00,,
979449649,http://www.breitbart.com/system/wire/DA2VBL502,,
1769163595,http://www.breitbart.com/system/wire/DA6KGKG03,,
1397091225,http://www.breitbart.com/system/wire/DA6SLB2G0,,
2462012930,http://www.breitbart.com/system/wire/upi20140319-130517-4816,,
1363403473,http://www.breitbart.com/system/wire/DA665K2G3,,
1968175501,http://www.breitbart.com/system/wire/DAA2VR501,,
2232946692,http://www.breitbart.com/system/wire/978c3b36-08fb-401f-bc0e-a92557c2303c,,
2332221043,http://www.breitbart.com/system/wire/app-930bbefa-6ff2-45ef-9ce5-77860a37f08d,,
2695008414,http://www.breitbart.com/system/wire/a2059711-aac3-4989-a313-c29b8b5c97dc,,
9085365345,https://media.breitbart.com/news/chiellini-wants-to-banish-bad-world-cup-memories-before-ending-italy-career/,,
1940666712,http://www.breitbart.com/system/wire/app-1ea66a0c-6266-4de2-b547-f81f71882400,,
1731610897,http://www.breitbart.com/system/wire/DA7JB1DO1,,
1986934920,http://www.breitbart.com/Big-Government/2013/11/20/Sharpton-Won-t-Apologize-for-Racial-Based-Boycott-Based-On-False-Premises,,
2030698595,http://www.breitbart.com/system/wire/DAAH0CJ82,,
1117453958,http://www.breitbart.com/system/wire/app-b05b2e88-2e9d-4382-bf59-c3efe29f6eaf,,
974880084,http://www.breitbart.com/system/wire/DA35PB801,,
1692201332,http://www.breitbart.com/system/wire/upi20130902-123003-4266,,
2583361080,http://www.breitbart.com/Breitbart-London/2014/04/03/Only-14-MPs-Sign-Motion-Condemning-Burning-of-Foetuses-to-Heat-Hospitals,Only 14 MPs Sign Motion Condemning Burning of Foetuses to Heat NHS Hospitals,
2079039159,http://www.breitbart.com/system/wire/DAAVMAL03,,
1036111969,http://www.breitbart.com/system/wire/CNG---c7420452a69b5803a3fcebc23c134160---01,,
1377455082,http://www.breitbart.com/system/wire/DA4BSBI82,,
2329409994,http://www.breitbart.com/system/wire/DAASQMP80,,
6427783584,http://www.breitbart.com/news/ap-top-u-s-news-at-303-a-m-est/,AP Top U.S. News at 3:03 a.m. EST,
1799526110,http://www.breitbart.com/system/wire/DA91FV600,,
2060642903,http://www.breitbart.com/system/wire/DAAP9BSO0,,
980089117,http://www.breitbart.com/system/wire/upiUPI-20121215-112912-8100,,
3228732115,http://www.breitbart.com/system/wire/ap_0201a236784f47d1a6a41c070836ef81,,
2103862298,http://www.breitbart.com/system/wire/DAB7LRN82,,
4959247448,http://www.breitbart.com/news/water-cannon-to-be-sold-off-in-final-blow-for-boris-johnson-69/,,
2308189209,http://www.breitbart.com/system/wire/upiUPI-20130323-100758-2153,,
2079012427,http://www.breitbart.com/system/wire/0444bf2b-6496-4779-9ca3-c185223c64e3,,
2096848096,http://www.breitbart.com/system/wire/DAB5N5IO2,,
4957018636,http://www.breitbart.com/news/delight-as-jazz-giants-return-to-small-swiss-town-of-montreux-24/,,
1700512196,http://cdn.breitbart.com/BBTV%20SC%20Login/2008/03/17/Furor-Over-Recorded-Planned-Parenthood-Calls-Targeting-Minority-Abortions,Furor Over Recorded Planned Parenthood Calls Targeting Minority Abortions,
996478197,http://www.breitbart.com/system/wire/app-f9e03fd3-9b34-4f6b-b9d0-666b47df721f,,
2219992586,http://www.breitbart.com/system/wire/4c4e1c8f-d68e-476a-a60f-1ca095f7f826,,
2063313054,http://www.breitbart.com/system/wire/upiUPI-20131220-104954-6557,,
1303360821,http://www.breitbart.com/system/wire/DA461RA82,,
1605055044,http://www.breitbart.com/system/wire/DA85HSIO1,,
1172270588,http://www.breitbart.com/system/wire/DA5AEG600,,
2239194395,http://www.breitbart.com/system/wire/DA2H054G0,,
