target,stance,stance_type,comment_id,comment_date
Terrorism,AGAINST,EXPLICIT,1950754880,2015-04-07 14:06:46
Military,AGAINST,EXPLICIT,1950754880,2015-04-07 14:06:46
Fossil fuels,AGAINST,EXPLICIT,1883820216,2015-03-02 19:07:05
Capitalism,AGAINST,EXPLICIT,1883820216,2015-03-02 19:07:05
Climate change is (real | a problem),AGAINST,IMPLICIT,1990767268,2015-04-27 23:05:18
Scientists,FAVOR,IMPLICIT,1990767268,2015-04-27 23:05:18
Terrorism,AGAINST,EXPLICIT,2049014915,2015-05-28 01:45:15
Barack Obama,AGAINST,EXPLICIT,1371860855,2014-05-06 13:57:38
The government,AGAINST,EXPLICIT,1051432073,2013-09-19 13:24:33
America / USA,AGAINST,EXPLICIT,1051432073,2013-09-19 13:24:33
Politicians,AGAINST,EXPLICIT,1051432073,2013-09-19 13:24:33
Military,AGAINST,EXPLICIT,1051432073,2013-09-19 13:24:33
The government,FAVOR,EXPLICIT,2320717679,2015-10-22 12:30:53
America / USA,FAVOR,EXPLICIT,2320717679,2015-10-22 12:30:53
Social welfare,FAVOR,EXPLICIT,2320717679,2015-10-22 12:30:53
Conservatives,AGAINST,EXPLICIT,2320717679,2015-10-22 12:30:53
Taxes are (good | fair),FAVOR,EXPLICIT,2320717679,2015-10-22 12:30:53
Hillary Clinton,AGAINST,IMPLICIT,1990006778,2015-04-27 15:38:09
Elites,AGAINST,IMPLICIT,1990006778,2015-04-27 15:38:09
Democrats,AGAINST,IMPLICIT,1990006778,2015-04-27 15:38:09
Media,AGAINST,IMPLICIT,1990006778,2015-04-27 15:38:09
Capitalism,AGAINST,IMPLICIT,1990006778,2015-04-27 15:38:09
Republicans (GOP),AGAINST,IMPLICIT,1990006778,2015-04-27 15:38:09
Jews,FAVOR,EXPLICIT,2130948381,2015-07-11 23:59:50
Politicians,AGAINST,EXPLICIT,2130948381,2015-07-11 23:59:50
Conservatives,AGAINST,EXPLICIT,2130948381,2015-07-11 23:59:50
Fascism / Nazism,AGAINST,EXPLICIT,2130948381,2015-07-11 23:59:50
Jobs are (available | good),AGAINST,EXPLICIT,2130948381,2015-07-11 23:59:50
Republicans (GOP),AGAINST,EXPLICIT,2130948381,2015-07-11 23:59:50
Hillary Clinton,AGAINST,EXPLICIT,2268959146,2015-09-23 12:51:48
